None,,arfA,arfA,arfA,mscL,mscL,mscL,arfA,arfA,arfA,mscL,mscL,mscL,common,common
Haemophilus paracuniculus,734,A0A1T0ASW1,A0A1T0ASW1_9PAST,OOR99578.1,A0A1T0ARR1,A0A1T0ARR1_9PAST,OOR99018.1,29077.0,29301.0,False,159999.0,160397.0,True,-130698,0.8
Haemophilus haemolyticus,726,A0A0M3GAK5,A0A0M3GAK5_HAEHA,KKZ59539.1,A0A0M3G8Z3,A0A0M3G8Z3_HAEHA,KKZ59520.1,10097.0,10348.0,False,207681.0,208067.0,True,-197333,0.8
Ewingella americana,41202,A0A2N0N8F3,A0A2N0N8F3_9GAMM,PKB90849.1,A0A2N0N8D9,A0A2N0N8D9_9GAMM,PKB90850.1,16951.0,17151.0,False,17203.0,17619.0,True,-52,0.8
Escherichia coli TW10509,656449,E9XTL2,E9XTL2_ECOLX,EGB69869.1,E9XTL3,E9XTL3_ECOLX,EGB69870.1,16909.0,17127.0,False,17124.0,17534.0,True,3,0.8
Gallibacterium genomosp. 2,155517,A0A0A2XEG7,A0A0A2XEG7_9PAST,KGQ30528.1,A0A0A2XZV0,A0A0A2XZV0_9PAST,KGQ30809.1,21950.0,22132.0,True,26984.0,27385.0,False,-4852,0.8
Gallibacterium anatis,750,A0A0A3ALT2,A0A0A3ALT2_9PAST,KGQ45589.1,A0A0A2Y124,A0A0A2Y124_9PAST,KGQ65658.1,114581.0,114763.0,False,620.0,1021.0,True,-113560,0.8
Escherichia coli O81 (strain ED1a),585397,B7N0T2,B7N0T2_ECO81,CAR09950.1,B7N0T1,MSCL_ECO81,CAR09949.1,3879819.0,3880037.0,True,3879409.0,3879822.0,False,3,0.8
Pseudomonas coronafaciens pv. oryzae str. 1_6,563797,F2ZFY6,F2ZFY6_9PSED,EGI01326.1,F2ZPL6,F2ZPL6_9PSED,EGI04369.1,1404.0,1559.0,True,21433.0,21879.0,False,-19874,0.8
Aeromonas sp. ASNIH5,1758179,A0A2I8D4K1,A0A2I8D4K1_9GAMM,AUT42071.1,A0A2I8D342,A0A2I8D342_9GAMM,AUT41723.1,2254435.0,2254653.0,True,1837800.0,1838210.0,False,-416225,0.7
Gallibacterium anatis 12656/12,1195244,U1I9I7,U1I9I7_9PAST,ERF78964.1,U1GZC8,U1GZC8_9PAST,ERF77536.1,81426.0,81608.0,True,45029.0,45430.0,False,-35996,0.7
Aeromonas salmonicida,645,A0A1Z1NWW3,A0A1Z1NWW3_AERSA,ARW85237.1,A0A0W0BEK3,A0A0W0BEK3_AERSA,ARW80970.1,4750311.0,4750547.0,False,227236.0,227643.0,True,-4522668,0.7
Neisseria sicca,490,A0A1V0HGA7,A0A1V0HGA7_NEISI,ARC51712.1,A0A1V0HBZ5,A0A1V0HBZ5_NEISI,ARC50222.1,2295055.0,2295276.0,False,428760.0,429203.0,True,-1865852,0.7
Aeromonas salmonicida subsp. salmonicida,29491,A0A1Q4MEX7,A0A1Q4MEX7_AERSA,OKA73567.1,A0A1Q4MDV9,A0A1Q4MDV9_AERSA,OKA72917.1,27030.0,27266.0,True,10518.0,10925.0,False,-16105,0.7
Neisseria sp. GT4A_CT1,665946,G3Z476,G3Z476_9NEIS,EGY60506.1,G3Z0P8,G3Z0P8_9NEIS,EGY60128.1,49807.0,50028.0,False,13360.0,13800.0,True,-36007,0.7
Gallibacterium anatis IPDH697-78,1396514,A0A0A2YFE2,A0A0A2YFE2_9PAST,KGQ41882.1,A0A0A2Y8R3,A0A0A2Y8R3_9PAST,KGQ41076.1,75766.0,75948.0,True,30786.0,31187.0,False,-44579,0.7
Escherichia coli 1.2264,869675,I2SU66,I2SU66_ECOLX,EIH24337.1,I2SUD1,I2SUD1_ECOLX,EIH24402.1,430257.0,430475.0,False,430472.0,430882.0,True,3,0.7
Gallibacterium genomosp. 3,505345,A0A1A7Q1E5,A0A1A7Q1E5_9PAST,OBW92563.1,A0A1A7PYM9,A0A1A7PYM9_9PAST,OBW93148.1,40911.0,41093.0,True,68439.0,68840.0,False,-27346,0.7
Aeromonas sp. ASNIH8,1920113,A0A2S4U729,A0A2S4U729_9GAMM,POV93077.1,A0A2S4U868,A0A2S4U868_9GAMM,POV93414.1,51461.0,51679.0,True,34273.0,34683.0,False,-16778,0.7
Escherichia coli 1.2741,869669,I2RFV3,I2RFV3_ECOLX,EIG81138.1,I2RDF3,I2RDF3_ECOLX,EIG80288.1,348400.0,348618.0,True,347993.0,348403.0,False,3,0.7
Yersinia frederiksenii ATCC 33641,349966,C4SQ60,C4SQ60_YERFR,KGA45300.1,C4SQ59,C4SQ59_YERFR,KGA46582.1,298363.0,298563.0,True,297894.0,298304.0,False,-59,0.7
Aeromonas sp. ASNIH3,1636608,A0A2I8QZ20,A0A2I8QZ20_9GAMM,AUV11403.1,A0A2I8QZM8,A0A2I8QZM8_9GAMM,AUV11668.1,756624.0,756842.0,False,1086953.0,1087363.0,True,-330111,0.7
Neisseria sp. HMSC31F04,1581075,A0A1F1SLY9,A0A1F1SLY9_9NEIS,OFT02806.1,A0A1F1SKU5,A0A1F1SKU5_9NEIS,OFT02141.1,2908.0,3138.0,False,151.0,603.0,True,-2305,0.7
Escherichia coli 53638,344610,A0A0E1T4Y5,A0A0E1T4Y5_ECOLX,EDU66231.1,A0A0E1STL5,A0A0E1STL5_ECOLX,EDU62469.1,2554965.0,2555183.0,False,2555180.0,2555590.0,True,3,0.7
Neisseria subflava NJ9703,546268,D3A4V7,D3A4V7_NEISU,EFC52160.1,D3A240,D3A240_NEISU,EFC53278.1,17228.0,17413.0,True,238168.0,238611.0,False,-220755,0.7
Neisseria sp. HMSC064D07,1715087,A0A1S1CUT1,A0A1S1CUT1_9NEIS,OHQ05662.1,A0A1S1CXQ1,A0A1S1CXQ1_9NEIS,OHQ05998.1,4915.0,5100.0,False,31629.0,32072.0,True,-26529,0.7
Aeromonas allosaccharophila,656,A0A0T6U0G7,A0A0T6U0G7_9GAMM,KRW51224.1,A0A0T6UM30,A0A0T6UM30_9GAMM,KRW58681.1,175691.0,175930.0,True,22339.0,22749.0,False,-152942,0.7
Aeromonas caviae (Aeromonas punctata),648,A0A081LR28,A0A081LR28_AERCA,KOG93175.1,A0A125Y0E7,A0A125Y0E7_AERCA,KOG92932.1,1462719.0,1462937.0,True,1162355.0,1162765.0,False,-299954,0.7
Cobetia sp. UCD-24C,1716176,A0A0P7E1A2,A0A0P7E1A2_9GAMM,KPM80494.1,A0A0P7DF24,A0A0P7DF24_9GAMM,KPM75964.1,275132.0,275311.0,False,97504.0,97986.0,True,-177146,0.7
marine sediment metagenome,412755,A0A0F9QGE9,A0A0F9QGE9_9ZZZZ,KKN43140.1,A0A0F9R059,A0A0F9R059_9ZZZZ,KKN48159.1,5771.0,5971.0,True,8848.0,9252.0,False,-2877,0.7
Actinobacillus minor NM305,637911,C5S397,C5S397_9PAST,EER46557.1,C5RYX4,C5RYX4_9PAST,EER48161.1,39146.0,39385.0,False,26103.0,26495.0,True,-12651,0.7
Pseudomonas aeruginosa,287,A0A080VJM4,A0A080VJM4_PSEAI,AVR81372.1,A0A2R4BEI6,A0A2R4BEI6_PSEAI,AVR85710.1,1101580.0,1101732.0,True,5919028.0,5919441.0,False,-4817296,0.7
Rodentibacter genomosp. 2,1908266,A0A1V3JBD1,A0A1V3JBD1_9PAST,OOF54010.1,A0A1V3JS20,A0A1V3JS20_9PAST,OOF59446.1,11732.0,11995.0,False,40733.0,41128.0,True,-28738,0.7
Pseudomonadales bacterium RIFCSPLOWO2_02_FULL_63_210,1802007,A0A1G3FWF3,A0A1G3FWF3_9GAMM,OHC48175.1,A0A1G3FCN9,A0A1G3FCN9_9GAMM,OHC41946.1,329.0,487.0,True,754.0,1167.0,False,-267,0.7
Pseudomonadales bacterium RIFCSPHIGHO2_02_FULL_60_43,1802005,A0A1G3ED76,A0A1G3ED76_9GAMM,OHC29888.1,A0A1G3DRL9,A0A1G3DRL9_9GAMM,OHC22348.1,1781.0,1939.0,False,23225.0,23638.0,True,-21286,0.7
Actinobacillus pleuropneumoniae (Haemophilus pleuropneumoniae),715,A0A223MGU0,A0A223MGU0_ACTPL,ASU16731.1,A0A223MD57,A0A223MD57_ACTPL,ASU15441.1,2041536.0,2041778.0,True,671668.0,672057.0,False,-1369479,0.7
Providencia rettgeri DSM 1131,521000,D4C5Z9,D4C5Z9_PRORE,EFE51299.1,D4C600,D4C600_PRORE,EFE51300.1,15869.0,16069.0,False,16070.0,16480.0,True,-1,0.7
Salinicola sp.,1978524,A0A2D8P1J0,A0A2D8P1J0_9GAMM,MAM59286.1,A0A2D8P2U0,A0A2D8P2U0_9GAMM,MAM59747.1,13996.0,14148.0,True,18360.0,18857.0,False,-4212,0.7
Actinobacillus pleuropneumoniae serovar 10 str. D13039,754259,E0F3R7,E0F3R7_ACTPL,EFM96737.1,E0F682,E0F682_ACTPL,EFM95769.1,162814.0,163056.0,True,58037.0,58459.0,False,-104355,0.7
Pragia fontium DSM 5563 = ATCC 49100,1122977,A0A1I1QXD7,A0A1I1QXD7_9GAMM,SFD26652.1,A0A1I1R5K1,A0A1I1R5K1_9GAMM,SFD26833.1,89369.0,89620.0,False,99093.0,99494.0,True,-9473,0.7
Plesiomonas shigelloides 302-73,1315976,R8AVG3,R8AVG3_PLESH,EON90334.1,R8ASZ6,R8ASZ6_PLESH,EON89445.1,417124.0,417297.0,True,10323.0,10733.0,False,-406391,0.7
Escherichia coli O139:H28 (strain E24377A / ETEC),331111,A7ZSI0,A7ZSI0_ECO24,ABV18390.1,A7ZSH9,MSCL_ECO24,ABV16606.1,3768244.0,3768462.0,True,3767837.0,3768247.0,False,3,0.7
Pasteurella multocida (strain Pm70),272843,Q9CLT0,Q9CLT0_PASMU,AAK03213.1,P57950,MSCL_PASMU,AAK03648.1,1327708.0,1327989.0,True,1772223.0,1772624.0,False,-444234,0.7
Pasteurella multocida,747,A0A1E3XLW4,A0A1E3XLW4_PASMD,ODS44905.1,A0A1E3XLA7,A0A1E3XLA7_PASMD,ODS44676.1,175188.0,175469.0,False,2345.0,2746.0,True,-172442,0.7
Pasteurella bettyae CCUG 2042,1095749,I3D6B5,I3D6B5_9PAST,EIJ67258.1,I3DA06,I3DA06_9PAST,EIJ68549.1,15273.0,15530.0,False,76015.0,76398.0,True,-60485,0.7
Eikenella sp. HMSC073A11,1739535,A0A1F0F5L5,A0A1F0F5L5_9NEIS,OFO43816.1,A0A1F0F7X7,A0A1F0F7X7_9NEIS,OFO44560.1,52361.0,52609.0,True,35350.0,35781.0,False,-16580,0.7
Colwellia sp. PAMC 20917,1816218,A0A1D8RVZ0,A0A1D8RVZ0_9GAMM,AOW77281.1,A0A1D8RWY7,A0A1D8RWY7_9GAMM,AOW78317.1,2480692.0,2480895.0,False,3872497.0,3872961.0,True,-1391602,0.7
Bibersteinia trehalosi USDA-ARS-USMARC-190,1263832,W0R7W6,W0R7W6_BIBTR,AHG86557.1,W0R8F7,W0R8F7_BIBTR,AHG87399.1,1459648.0,1459860.0,True,2298090.0,2298488.0,False,-838230,0.7
Cobetia sp.,1873876,A0A2E4Q261,A0A2E4Q261_9GAMM,MBF09435.1,A0A2E4Q388,A0A2E4Q388_9GAMM,MBF09817.1,31257.0,31436.0,True,103486.0,103968.0,False,-72050,0.7
Halomonas sp. SF2003,2136172,A0A2R4IUD0,A0A2R4IUD0_9GAMM,AVV32939.1,A0A2R4ISZ8,A0A2R4ISZ8_9GAMM,AVV32482.1,972028.0,972207.0,True,295701.0,296183.0,False,-675845,0.7
Halomonas sp. MES3-P3E,2058321,A0A2N1AIZ3,A0A2N1AIZ3_9GAMM,PKG47369.1,A0A2N1AMX0,A0A2N1AMX0_9GAMM,PKG49505.1,183866.0,184027.0,False,130705.0,131223.0,True,-52643,0.7
Halomonas sp. KO116,1504981,A0A0D5M5W4,A0A0D5M5W4_9GAMM,AJY51819.1,A0A0D5LX13,A0A0D5LX13_9GAMM,AJY48759.1,3612574.0,3612747.0,True,250258.0,250785.0,False,-3361789,0.7
Halomonas sp. JB37,2024405,A0A2A3XI15,A0A2A3XI15_9GAMM,PCC23341.1,A0A2A3XBL6,A0A2A3XBL6_9GAMM,PCC21081.1,3325759.0,3325908.0,True,555159.0,555674.0,False,-2770085,0.7
Halomonas sp. HAL1,550984,G4F6B0,G4F6B0_9GAMM,EHA15810.1,G4F2G9,G4F2G9_9GAMM,EHA17093.1,67335.0,67484.0,True,40182.0,40697.0,False,-26638,0.7
Halomonas sp. Choline-3u-9,2058313,A0A2N1FWZ2,A0A2N1FWZ2_9GAMM,PKH63714.1,A0A2N1FUZ4,A0A2N1FUZ4_9GAMM,PKH62936.1,488236.0,488385.0,True,27628.0,28155.0,False,-460081,0.7
Avibacterium gallinarum (Pasteurella gallinarum),755,A0A2S5AQ92,A0A2S5AQ92_AVIGA,POY44716.1,A0A2S5AP16,A0A2S5AP16_AVIGA,POY43927.1,358988.0,359299.0,False,39805.0,40203.0,True,-318785,0.7
Halomonas sp.,1486246,A0A2G2BWA4,A0A2G2BWA4_HALSX,PHR04232.1,A0A2G2KP15,A0A2G2KP15_HALSX,PHS12322.1,58347.0,58496.0,True,8783.0,9310.0,False,-49037,0.7
Azotobacter chroococcum,353,A0A220YVF7,A0A220YVF7_9GAMM,ASL27807.1,A0A220YPF4,A0A220YPF4_9GAMM,ASL25650.1,3722447.0,3722608.0,False,1004989.0,1005399.0,True,-2717048,0.7
Hahellaceae bacterium,2048971,A0A2D8RI61,A0A2D8RI61_9GAMM,MAM89639.1,A0A2D8RCJ7,A0A2D8RCJ7_9GAMM,MAM87691.1,64250.0,64423.0,False,19261.0,19692.0,True,-44558,0.7
Azotobacter chroococcum NCIMB 8003,1328314,A0A0C4WPZ1,A0A0C4WPZ1_9GAMM,AJE22674.1,A0A0C4WGW5,A0A0C4WGW5_9GAMM,AJE20418.1,3659882.0,3660043.0,False,1035941.0,1036351.0,True,-2623531,0.7
Azotobacter vinelandii CA6,1283331,M9YGG6,M9YGG6_AZOVI,AGK19579.1,M9YBY0,M9YBY0_AZOVI,AGK18325.1,845036.0,845197.0,True,4142684.0,4143094.0,False,-3297487,0.7
Haemophilus sputorum HK 2154,1078483,J4TU61,J4TU61_9PAST,EJP29364.1,J5HVW8,J5HVW8_9PAST,EJP30488.1,257377.0,257568.0,False,35725.0,36117.0,True,-221260,0.7
Shewanella putrefaciens (Pseudomonas putrefaciens),24,A0A252EZ51,A0A252EZ51_SHEPU,OUM13504.1,A0A252EWT1,A0A252EWT1_SHEPU,OUM12522.1,103140.0,103367.0,True,80274.0,80684.0,False,-22456,0.7
Shewanella sp. HN-41,327275,F7RSM7,F7RSM7_9GAMM,EGM68702.1,F7RSG6,F7RSG6_9GAMM,EGM68639.1,109022.0,109261.0,True,45883.0,46293.0,False,-62729,0.7
Shewanella xiamenensis,332186,A0A073KXF4,A0A073KXF4_9GAMM,KEK27063.1,A0A073KTI0,A0A073KTI0_9GAMM,KEK29810.1,84190.0,84423.0,False,18683.0,19093.0,True,-65097,0.7
Bacillus cereus BAG1O-1,1053167,R8HVF8,R8HVF8_BACCE,EOO76742.1,R8HFT4,R8HFT4_BACCE,EOO71705.1,338226.0,338375.0,True,121649.0,122053.0,False,-216173,0.7
Bacillus simplex NBRC 15720 = DSM 1321,1349754,A0A223EIV5,A0A223EIV5_9BACI,ASS95178.1,A0A223ED14,A0A223ED14_9BACI,ASS93091.1,3254799.0,3255005.0,True,771895.0,772293.0,False,-2482506,0.7
Haemophilus sp. C1,1661745,A0A0M1GQQ0,A0A0M1GQQ0_9PAST,KOQ98281.1,A0A0M1GJY4,A0A0M1GJY4_9PAST,KOQ96778.1,153689.0,153934.0,False,41417.0,41803.0,True,-111886,0.7
Bacillus sp. FJAT-21352,1581030,A0A0M1NFA8,A0A0M1NFA8_9BACI,KOR80725.1,A0A0M1N879,A0A0M1N879_9BACI,KOR78342.1,4566309.0,4566554.0,False,1646489.0,1646887.0,True,-2919422,0.7
Halomonas sp. R57-5,1610576,A0A0D6EBZ9,A0A0D6EBZ9_9GAMM,CEP37306.1,A0A0D6E2T4,A0A0D6E2T4_9GAMM,CEP33817.1,3933373.0,3933534.0,True,137056.0,137580.0,False,-3795793,0.7
Pseudomonas aeruginosa MH27,1306165,V6AAH4,V6AAH4_PSEAI,CDH75390.1,V6AM04,V6AM04_PSEAI,CDH79621.1,235182.0,235334.0,True,187028.0,187441.0,False,-47741,0.7
Bibersteinia trehalosi USDA-ARS-USMARC-192,1171377,M4R8T2,M4R8T2_BIBTR,AGH38573.1,M4RBX1,M4RBX1_BIBTR,AGH39394.1,1436523.0,1436735.0,True,2260547.0,2260945.0,False,-823812,0.7
Haemophilus influenzae (strain NTHi 3655),375177,A0A0H3PEF2,A0A0H3PEF2_HAEI3,EDJ93227.1,A0A0H3PB54,A0A0H3PB54_HAEI3,EDJ92089.1,19497.0,19706.0,True,5528.0,5914.0,False,-13583,0.7
Neisseria shayeganii 871,1032488,G4CHU2,G4CHU2_9NEIS,EGY52590.1,G4CJT8,G4CJT8_9NEIS,EGY51893.1,1696.0,1884.0,True,4271.0,4708.0,False,-2387,0.7
Aeromonas sp. YN13HZO-058,1921564,A0A1Q8D206,A0A1Q8D206_9GAMM,OLF20647.1,A0A1Q8D3J4,A0A1Q8D3J4_9GAMM,OLF21160.1,212314.0,212553.0,True,15374.0,15784.0,False,-196530,0.7
Gammaproteobacteria bacterium HGW-Gammaproteobacteria-13,2013795,A0A2N1Z2B9,A0A2N1Z2B9_9GAMM,PKM27595.1,A0A2N1YUM5,A0A2N1YUM5_9GAMM,PKM24924.1,143660.0,143818.0,True,145458.0,145871.0,False,-1640,0.7
Neisseria mucosa C102,435832,E5UIG3,E5UIG3_NEIMU,EFV81053.1,E5UKR0,E5UKR0_NEIMU,EFV80491.1,2976.0,3197.0,False,141036.0,141479.0,True,-137839,0.7
Neisseria flavescens SK114,596320,C5TMV9,C5TMV9_NEIFL,EER55905.1,C5TJZ9,C5TJZ9_NEIFL,EER57019.1,18457.0,18642.0,True,64340.0,64783.0,False,-45698,0.7
Neisseria flavescens NRL30031/H210,546264,C0ENM0,C0ENM0_NEIFL,EEG33397.1,C0EKX2,C0EKX2_NEIFL,EEG34315.1,54375.0,54560.0,True,12354.0,12797.0,False,-41578,0.7
Neisseria canis,493,A0A1X3CZ19,A0A1X3CZ19_9NEIS,OSI12684.1,A0A1X3D0Q9,A0A1X3D0Q9_9NEIS,OSI13291.1,66363.0,66551.0,True,117456.0,117893.0,False,-50905,0.7
Aeromonas veronii AMC35,1073385,K1JWL6,K1JWL6_9GAMM,EKB23869.1,K1INI4,K1INI4_9GAMM,EKB19726.1,177040.0,177279.0,True,93648.0,94058.0,False,-82982,0.7
Escherichia coli 9.0111,869686,I2WES4,I2WES4_ECOLX,EII23152.1,I2WEC6,I2WEC6_ECOLX,EII23004.1,9881.0,10099.0,True,9474.0,9884.0,False,3,0.7
Mannheimia haemolytica USDA-ARS-USMARC-184,1222034,A0A0B5BUP1,A0A0B5BUP1_MANHA,AJE08160.1,A0A0B5BRB9,A0A0B5BRB9_MANHA,AJE07005.1,1268951.0,1269160.0,True,109168.0,109563.0,False,-1159388,0.7
Aggregatibacter actinomycetemcomitans RhAA1,1089447,H0KGI8,H0KGI8_AGGAC,EHK90034.1,H0KC81,H0KC81_AGGAC,EHK91532.1,32190.0,32474.0,True,4467.0,4862.0,False,-27328,0.7
Mannheimia haemolytica (Pasteurella haemolytica),75985,A0A1D2Q5X1,A0A1D2Q5X1_MANHA,ODQ37757.1,A0A248ZXX9,A0A248ZXX9_MANHA,ODQ38722.1,107156.0,107353.0,False,12483.0,12878.0,True,-94278,0.7
Gammaproteobacteria bacterium HGW-Gammaproteobacteria-5,2013801,A0A2N1X1G6,A0A2N1X1G6_9GAMM,PKM02803.1,A0A2N1X0Q8,A0A2N1X0Q8_9GAMM,PKM02542.1,1.0,136.0,True,606.0,1004.0,False,-470,0.7
Escherichia coli 97.0246,869670,I2RSJ1,I2RSJ1_ECOLX,EIG90957.1,I2RT73,I2RT73_ECOLX,EIG91189.1,396641.0,396859.0,False,396856.0,397266.0,True,3,0.7
Glaesserella sp. 15-184,2030797,A0A2R2ZAQ4,A0A2R2ZAQ4_9PAST,AUI65504.1,A0A2R2ZEZ1,A0A2R2ZEZ1_9PAST,AUI66980.1,531430.0,531618.0,False,2205766.0,2206167.0,True,-1674148,0.7
Vibrio mimicus VM603,671074,D2YC45,D2YC45_VIBMI,EEW07682.1,D2YH00,D2YH00_VIBMI,EEW05946.1,62823.0,63047.0,False,7595.0,8005.0,True,-54818,0.7
Kosakonia sp. S29,1855371,A0A1I2HTH8,A0A1I2HTH8_9ENTR,SFF33505.1,A0A1I2HYQ8,A0A1I2HYQ8_9ENTR,SFF33491.1,9777.0,9992.0,True,9363.0,9776.0,False,-1,0.7
Vibrio mimicus,674,A0A2J9VKZ9,A0A2J9VKZ9_VIBMI,PNM64449.1,A0A2J9VK70,A0A2J9VK70_VIBMI,PNM64112.1,1166352.0,1166576.0,True,780732.0,781145.0,False,-385207,0.7
Vibrio cholerae (strain MO10),345072,A0A0X1L2F6,A0A0X1L2F6_VIBCO,EET24735.1,A0A0X1L031,A0A0X1L031_VIBCO,EET23892.1,1030623.0,1030850.0,True,151126.0,151536.0,False,-879087,0.7
Clostridium carboxidivorans P7,536227,C6PUC1,C6PUC1_9CLOT,EET87119.1,C6PU63,C6PU63_9CLOT,EET87263.1,3557.0,3745.0,False,45876.0,46271.0,True,-42131,0.7
Pseudomonas frederiksbergensis,104087,A0A1J0EJK3,A0A1J0EJK3_9PSED,APC16151.1,A0A1H4M8D8,A0A1H4M8D8_9PSED,APV40651.1,2222212.0,2222367.0,False,3306556.0,3306969.0,True,-1084189,0.7
Pseudomonas sp. PGPPP3,2015555,A0A257D6G6,A0A257D6G6_9PSED,OYT96888.1,A0A257D7I9,A0A257D7I9_9PSED,OYT97248.1,5199.0,5600.0,True,2774.0,3184.0,False,-2015,0.7
Pseudomonas sp. HMP271,1487922,A0A099RRQ1,A0A099RRQ1_9PSED,KGK83167.1,A0A099RQC5,A0A099RQC5_9PSED,KGK82539.1,296636.0,296785.0,False,90482.0,90898.0,True,-205738,0.7
Pseudomonas putida (Arthrobacter siderocapsulatus),303,A0A2S3WVZ7,A0A2S3WVZ7_PSEPU,POG05461.1,A0A2S3WIM0,A0A2S3WIM0_PSEPU,POF90761.1,811145.0,811309.0,True,5089402.0,5089821.0,False,-4278093,0.7
Pseudomonas savastanoi (Pseudomonas syringae pv. savastanoi),29438,A0A267K1L6,A0A267K1L6_PSESS,PAB28143.1,A0A267JQC7,A0A267JQC7_PSESS,PAB25106.1,37816.0,37971.0,True,15622.0,16068.0,False,-21748,0.7
Pseudomonas sp. ATCC 13867,1294143,M4WR73,M4WR73_9PSED,AGI22553.1,M4X4Z8,M4X4Z8_9PSED,AGI26127.1,725505.0,725657.0,True,4768918.0,4769325.0,False,-4043261,0.7
Pseudomonas sp. URIL14HWK12:I8,1265489,A0A212QF43,A0A212QF43_9PSED,SNB57975.1,A0A212RRH0,A0A212RRH0_9PSED,SNB75164.1,776515.0,776679.0,True,394457.0,394876.0,False,-381639,0.7
Pseudomonas sp. GM55,1144333,J2SFM3,J2SFM3_9PSED,EJM65791.1,J3GIW1,J3GIW1_9PSED,EJM66285.1,43306.0,43470.0,True,85108.0,85521.0,False,-41638,0.7
Pseudomonas savastanoi pv. retacarpa,663708,A0A0Q0CW76,A0A0Q0CW76_PSESS,KPY31005.1,A0A0P9Y426,A0A0P9Y426_PSESS,KPY32558.1,24013.0,24168.0,True,14905.0,15351.0,False,-8662,0.7
Pseudomonas sp. TTU2014-096BSC,1729725,A0A0T6VLJ6,A0A0T6VLJ6_9PSED,KRW71127.1,A0A0T6VR51,A0A0T6VR51_9PSED,KRW72523.1,55054.0,55212.0,True,61398.0,61808.0,False,-6186,0.7
Pseudomonas sp. S06B 330,2054916,A0A2N3P9U0,A0A2N3P9U0_9PSED,PKT64397.1,A0A2N3PB30,A0A2N3PB30_9PSED,PKT64844.1,87133.0,87297.0,True,52633.0,53046.0,False,-34087,0.7
Pseudomonas sp. Root569,1736566,A0A0Q8CYJ9,A0A0Q8CYJ9_9PSED,KRA19126.1,A0A0Q8D6W7,A0A0Q8D6W7_9PSED,KRA26314.1,141659.0,141823.0,True,218467.0,218883.0,False,-76644,0.7
Pseudomonas sp. RIT-PI-r,1699620,A0A0P6S712,A0A0P6S712_9PSED,KPG95753.1,A0A0P6S2L6,A0A0P6S2L6_9PSED,KPG92729.1,23083.0,23247.0,False,52959.0,53372.0,True,-29712,0.7
Pseudomonas sp. AP42,1535632,A0A1E4VZC4,A0A1E4VZC4_9PSED,OEC47302.1,A0A1E4WIV8,A0A1E4WIV8_9PSED,OEC57742.1,263.0,427.0,False,71090.0,71506.0,True,-70663,0.7
Pseudomonas citronellolis,53408,A0A127MMD1,A0A127MMD1_9PSED,AMO74387.1,A0A127MZZ2,A0A127MZZ2_9PSED,AMO78863.1,952615.0,952767.0,True,6095575.0,6095988.0,False,-5142808,0.7
Pseudomonas silesiensis,1853130,A0A191Z038,A0A191Z038_9PSED,ANJ58517.1,A0A191YN40,A0A191YN40_9PSED,ANJ54188.1,5983764.0,5983928.0,False,695840.0,696274.0,True,-5287490,0.7
Pseudomonas amygdali pv. lachrymans str. M302278,629267,F3ICU0,F3ICU0_PSEAV,EGH94804.1,F3IPA3,F3IPA3_PSEAV,EGH98969.1,1424.0,1579.0,True,6303.0,6749.0,False,-4724,0.7
Pseudomonas simiae,321846,A0A1N7U9F7,A0A1N7U9F7_9PSED,PRW84851.1,A0A1N7UNT6,A0A1N7UNT6_9PSED,PRW86122.1,70541.0,70705.0,False,68337.0,68756.0,True,-1785,0.7
Pseudomonas sp. GV021,2135749,A0A2T5Z730,A0A2T5Z730_9PSED,PTX27350.1,A0A2T5ZTT3,A0A2T5ZTT3_9PSED,PTX34955.1,122220.0,122378.0,True,30917.0,31366.0,False,-90854,0.7
Pseudomonas sp. A46,1973009,A0A212BJC3,A0A212BJC3_9PSED,OWJ93817.1,A0A212BC92,A0A212BC92_9PSED,OWJ91306.1,38432.0,38647.0,True,2898.0,3317.0,False,-35115,0.7
Pseudomonas sp.,306,A0A2D6J610,A0A2D6J610_PSESP,MAF87128.1,A0A2D6J484,A0A2D6J484_PSESP,MAF86488.1,9878.0,10036.0,False,2676.0,3086.0,True,-6792,0.7
Pseudomonas sp. MYb187,1827299,A0A2S8YUK0,A0A2S8YUK0_9PSED,PRA61925.1,A0A2S8YYT1,A0A2S8YYT1_9PSED,PRA67994.1,126801.0,126965.0,True,204539.0,204952.0,False,-77574,0.7
Pseudomonas sp. MPR-R2A5,2070622,A0A2N7ZRN8,A0A2N7ZRN8_9PSED,PMY11930.1,A0A2N7ZRJ0,A0A2N7ZRJ0_9PSED,PMY11818.1,20405.0,20569.0,False,55523.0,55939.0,True,-34954,0.7
Pseudomonas sp. GW460-13,2070590,A0A2N8A4W0,A0A2N8A4W0_9PSED,PMY16671.1,A0A2N8A7L0,A0A2N8A7L0_9PSED,PMY17984.1,27412.0,27576.0,True,60428.0,60841.0,False,-32852,0.7
Pseudomonas sp. 1 R 17,1844091,A0A1C3GJ51,A0A1C3GJ51_9PSED,SAM30401.1,A0A1C3GRN2,A0A1C3GRN2_9PSED,SAM33087.1,53517.0,53681.0,False,26718.0,27134.0,True,-26383,0.7
Pseudomonas sp. M47T1,1179778,I4MWI5,I4MWI5_9PSED,EIK93575.1,I4MWS3,I4MWS3_9PSED,EIK93663.1,29661.0,29813.0,False,59488.0,59901.0,True,-29675,0.7
