Entry,genomic_dna_id
A0A0D4CL12,AJT50857.1
A0A2X4TU40,SQI30511.1
A0A1G5JJV1,SCY88170.1
A0A1F8ME27,OGN96851.1
A0A2K4LUP6,POA88564.1
F0H9P2,EGC85529.1
A0A0Q5HPZ3,KQQ90504.1
E9TI56,EGB87072.1
R7P5D2,CDF19557.1
A0A1L6RCD7,APS42219.1
A0A1G7P4P6,SDF81201.1
A0A0Q6D169,KQT60661.1
A0A105TRJ5,KVV13663.1
A2VXJ1,EAY64437.1
F2LEN2,AEA61049.1
Q2JGX8,ABD09464.1
A0A1H8Q528,SEO49352.1
A0A196N6T4,OAN63504.1
A0A2E4VJE5,MBF76695.1
A0A1V9ULV1,OQR30895.1
A0A2V4VZD6,PYE40744.1
A0A1V0L873,ARD58782.1
A0A142F968,AMQ69349.1
K0WS08,EJZ62163.1
A0A0F3LUJ9,KJV46897.1
A0A1G8G7I9,SDH90375.1
A0A1F8LZT7,OGN91874.1
A0A161I3I9,ANC32665.1
K9T8N0,AFY78895.1
A0A2M6W352,PIT87211.1
A0A1A2DCT1,OBF90676.1
A0A1G1YWK0,OGY56765.1
A0A1R1ELL3,OMF52695.1
A0A0N0SIC1,KOU52268.1
A0A1H2ANR5,SDT47467.1
A0A2D4WAK3,MAB23195.1
A0A2U1VUD2,PWC39254.1
A0A1S2P0K6,OIJ87257.1
A0A2S5HX73,PPA93989.1
G7GPB5,GAB05440.1
A0A2N1UQ33,PKL74323.1
L0MM50,AGB84417.1
A0A2N0YDI0,PKF90015.1
A0A0P6VWJ9,KPL49951.1
A0A0M0EIS4,KON65148.1
A0A1I3RQA7,SFJ48062.1
A0A142YPP7,AMV41012.1
A0A0D5AB95,AJW40407.1
A0A1M5X103,SHH93124.1
A0A2T9DWQ8,PVK28614.1
A0A127P743,AMO93620.1
R7BKX6,CDD66455.1
A0A1G7YMJ5,SDG97614.1
A0A1M7AAH6,SHL39733.1
A0A1S2P416,OIJ87804.1
Q8DYP6,AAN00298.1
B0NCU6,EDS07464.1
A0A2V4JDR9,PYB93373.1
A0A1W7D608,ARQ72412.1
A0A139LUZ3,KXT55271.1
A0A285RL44,SOB94836.1
W1UJN1,ETI92904.1
G2FQJ5,EGW40060.1
W1HY36,CDL62516.1
A0A1F1Z341,OFT81855.1
R7FLI1,CDE15348.1
A0A2T6BN43,PTX57476.1
A0A1C6MW82,SCK23056.1
C0G479,EEH15544.1
A0A137ZZX4,KXP03751.1
A0A257KM83,OYU87660.1
A0A1B8UYI9,OBY81444.1
A0A1B8QY45,OBX91203.1
A0A101AC58,KUI20250.1
G5K3X1,EHI69644.1
U1S6F8,ERH27508.1
A0A2A2W8T6,PAY17541.1
K1LJK2,EKB54771.1
A0A014FB35,EXT60096.1
A0A1Y3VUH8,OUN62677.1
A0A0L6TC18,KNZ33687.1
A0A0P9WBK8,KPX48536.1
A0A0A0IY10,KGN30045.1
R5J9V3,CCY49399.1
A0A0M3CAE2,KKX49068.1
C7MC43,ACU85150.1
A0A2V3PX57,PXV70766.1
A0A2M9CLY8,PJJ72904.1
A0A1X2AXL9,ORW56117.1
A0A2U8QUF6,AWM13425.1
A0A1C4VLI7,SCE84629.1
A0A0M2CI86,ETU60420.1
A0A1S1D9B6,OHQ18810.1
A0A1X1V3V6,ORV63608.1
S4MP97,EPJ35267.1
A0A2A3B0G5,PBB21029.1
B0MXM0,EDS02356.1
U2IZG7,ERJ72910.1
A0A1E7S0P9,OEZ05064.1
A0A1F6P5N8,OGH91487.1
A0A1G6U9H0,SDD37346.1
X0MYJ6,EXU90734.1
H3NLM7,EHR35792.1
A0A1C3WLU6,SCB40940.1
A0A0A2EZP3,KGN81754.1
C7CYY5,EET97730.1
T0UQ49,EQC69323.1
A0A086Y8J2,KFI30592.1
A0A0W0NT29,KTC37639.1
A0A271JGB4,PAP82438.1
A0A0H3H4P6,AEX02582.1
A0A260PRG2,OZE65719.1
A0A0G3I448,AKK19995.1
A0A0Q9K2Q9,KRE35978.1
D6ETD5,AIJ15284.1
G9AAT1,CCE94711.1
A0A1W9JR52,OQW74343.1
A0A1I4GTQ4,SFL33404.1
A0A124HLA9,KUN22199.1
H3ND24,EHR34617.1
V8C121,ETD21088.1
A0A1H6Y9G4,SEJ37126.1
A0A2T0LCG7,PRX39656.1
A0A0R0A612,KRG36008.1
A0A2A9GR02,PFG66167.1
A0A260U7A2,OZF20141.1
A0A1C1VPE6,OCW18587.1
A0A1T4Y9J6,SKA98373.1
A0A1I6YDM4,SFT48490.1
A0A0M9XVQ9,KOU07679.1
E1L6N7,EFL55965.1
G7WIP7,AET69121.1
A0A0C4WGW5,AJE20418.1
A0A2I2KAW5,SMB22343.1
A0A2U8X7U6,AWN53736.1
A0A2T8HH15,PVH24738.1
A0A2T4EKJ0,PTC11696.1
A0A1T3EK78,AQX00268.1
A0A069IT67,KDP95169.1
A0A1G6NK67,SDC67716.1
A0A176HD87,KZY90597.1
A0A1G1ZBY2,OGY61137.1
A0A271JEB5,PAP81823.1
A0A2D7AJT6,MAH87933.1
A0A2X4W6D1,SQI53170.1
A0A2T3DDS5,PSS66905.1
A0A2W1WZY6,PZF19926.1
A0A2S0MUB6,AVO39494.1
A0A2P8DMG9,PSK98405.1
A0A2S8DCU3,PQN08469.1
A0A1X1PSH2,ORT93462.1
A0A2M6WHF7,PIT92225.1
A0A1N6NCA4,SIP89652.1
N9NYV1,ENX26404.1
I4M3C4,EIK83714.1
A0A229HLD4,OXL37185.1
A0A1T4QZ25,SKA09029.1
A0A0Q6I075,KQU20952.1
D4QNM6,EFF36621.1
E5C5I4,EFS30630.1
A0A1M6C8W4,SHI57184.1
A0A172ZDV3,ANF95447.1
A0A2N8NQA0,PNE30945.1
A0A233VC47,OXZ29972.1
A0A1F4GZK5,OGA90977.1
A0A2G6PLB6,PIE85351.1
J9BZQ0,EJV84656.1
A0A1Q8KHD8,OLM15952.1
S7WVB5,EPR68023.1
A0A2G5LC70,PIB39315.1
A0A2N2LSB9,PKN84552.1
A0A2G8D317,PIJ56572.1
A0A192A0H0,ANJ73791.1
A0A101SAA9,KUN70236.1
A0A0R1TCU9,KRL76328.1
G5SWB6,EHG98581.1
A0A1J4NDP4,OIJ37366.1
A0A233W6P7,OXZ40300.1
U2Z2W3,GAD39644.1
K6QJC2,EKP97166.1
A0A0E2J5V2,EPH04013.1
A0A1M6DHH5,SHI72553.1
A0A2B5LX96,PEO75396.1
A0A117Q6P6,KUN11649.1
A0A1G6BAS8,SDB17747.1
C0BJZ3,EEG41002.1
A0A1N6Q2F0,SIQ10722.1
A0A0W0T300,KTC89966.1
A0A0F2SZT2,KJS55716.1
T1CRE3,GAD05643.1
A0A0R2CDG1,KRM89386.1
L7FAM8,ELP67720.1
A0A1I5KSQ9,SFO88129.1
A0A1E7S0D1,OEZ05070.1
A0A1Y3NVX0,OUM71739.1
A0A1Y3DAQ9,OTG98584.1
A0A0G1T0X3,KKU75414.1
X0R3U9,GAF57776.1
A0A245ZUI9,OWK33404.1
A0A246GZ78,OWQ37523.1
A0A285CNL1,SNX68638.1
E6K1B2,EFT83593.1
A0A1B8W3F7,OBZ11174.1
A0A1E5GC06,OEG10244.1
A0A1K2HGW8,SFZ76060.1
A0A0B0BRF9,KHE41709.1
I0WJK4,EID76570.1
A0A1H6QLX0,SEI44718.1
E6U352,ADU27524.1
A0A2G3PS74,PHV68610.1
A0A1Y4I287,OUP14385.1
A0A1T4KNF9,SJZ43966.1
E1LLI9,EFN98879.1
A0A1S6JBK3,AQS69141.1
A0A2T2QI08,PSO30270.1
A0A2S7WQZ0,PQJ80028.1
A0A2P7EH59,PSI02518.1
D4EHB2,EFE20957.1
G8N2P7,AEV18894.1
A0A1G8KNW1,SDI45066.1
A0A1P8RK28,APX98978.1
A0A1F6N7X4,OGH79760.1
V6SDQ9,KGO94503.1
T0VPT7,EQC83329.1
A0A223V9Q2,ASV32111.1
A0A1A0L3P9,OBA67805.1
A0A291CU47,ATF47663.1
A0A160I0J1,ANC54112.1
R0LKW4,EOB22847.1
A0A172Q6V5,AND79142.1
I3YYL7,AFL82085.1
A0A1I1PNX2,SFD11455.1
A0A2N0I0Y1,PKB24848.1
I3YU81,AFL80549.1
A0A1Y1RRY5,ORC24431.1
A0A1H9BV13,SEP92687.1
A0A118G6J0,KVF77578.1
H1D1E5,EHO62652.1
A0A2H0BEE8,PIP56036.1
I5BUZ1,EIM73393.1
N8QT16,ENU25007.1
A0A1V3U2T4,OOH96175.1
K1G070,EKA87574.1
A0A120IW18,AMC58525.1
A0A220SQZ8,ASK35783.1
B4WRC7,EDX85344.1
R6H3L2,CDB20882.1
A0A2G5KPV4,PIB31525.1
A0A1V2J5Z1,ONH40685.1
A0A1A0WXX5,OBC05377.1
A0A2P7R7J1,PSJ46179.1
A0A1X7LBF4,SMG51085.1
A0A1S1C1W3,OHP16880.1
A0A095E0L8,KGB98462.1
A0A0Q0XNN5,KQC30656.1
A0A1V2QR76,ONI90618.1
S4E2S4,EPI11552.1
A0A2K8UP26,AUC07017.1
A0A1C6MQE6,SCK20881.1
A0A0D7NDR4,KJC36044.1
A0A0L8P463,KOG69784.1
A0A233SJC3,OXY95732.1
A0A0S8KFF4,KPL20599.1
A0A1U1WDQ8,SKW34194.1
A0A0A2TZJ4,KGP79893.1
A0A0A2LX21,KGO84927.1
A0A1X7JYK0,SMG33618.1
A0A0V7ZJD3,KST64546.1
A0A2G6XCT3,PIF80455.1
A0A1H2R0Y1,SDW13057.1
U6DZN3,CCP88184.1
A0A0G1YKK3,KKW43715.1
B0NZM9,EDS22228.1
A0A1X7QLA5,SMH69227.1
A0A0F5H0Y1,KKB26785.1
R5EZ97,CCX93882.1
A0A0D0ZUI4,KIS14809.1
A0A2N7RJ92,PMQ13939.1
A0A2A3D4C3,PBC01521.1
A0A1T3MBV5,OPC62128.1
A0A1X1ZP29,ORW25120.1
A0A0P9YGW4,KPY43474.1
A0A1A9FH32,ANG94447.1
Z9JRF2,EWS80573.1
A0A0R2TNW2,KRO86624.1
N9LHI6,ENW80220.1
A0A1R0KWM2,OLZ53387.1
A0A1B7I175,OAT21877.1
H0Q0F4,BAL26752.1
A0A103K2B1,KVF43073.1
A0A1P8RPF4,APY00522.1
A0A1A0J837,OBA44597.1
A0A2D3WIH9,DAB36889.1
A0A127MZZ2,AMO78863.1
W1G5Y4,CDL41301.1
A0A0R3IUY8,KRQ72261.1
A0A1D8BRN3,AOS61483.1
A0A0Q7MTR0,KQY23635.1
A0A0A8BSJ7,AJC20188.1
A0A1A9KJ66,ANI17575.1
A0A1N7FMB6,SIS01512.1
A0A1I5E8L7,SFO07852.1
A0A2A2GJF8,PAU97478.1
A0A2D4ZS97,MAB65807.1
A0A2V2B7V9,PWK70461.1
A0A1S8D842,ONH83914.1
A0A0C2BF09,KIF79820.1
S4YSL9,AGP47999.1
A0A2N1TD41,PKL37102.1
A0A197SN80,OAR24305.1
A0A248LLP5,ASJ25475.1
A0A1Y4FQK9,OUO85465.1
A0A1X2L2K2,OSC28249.1
A0A0E1TYI6,EEC35641.1
A0A2M8Q4N5,PJF44753.1
A0A1S7D1R4,AQY02276.1
A0A229GVS7,OXL28183.1
A0A0S9EUX3,KQO21960.1
A0A1U6I0D9,SLK01492.1
A0A2N6K4V2,PLZ91282.1
A0A1P8RZW5,APY09471.1
W1MQJ0,EQL42432.1
A0A1G5KY16,SCZ04970.1
A0A0U5F3B5,CEF55627.1
M5JVU3,ELU54280.1
A0A172Z760,ANF88403.1
F0G440,EGD03742.1
A0A258DFF4,OYX06092.1
F2CEK2,EGF18655.1
H1HT98,EHO17219.1
A0A0Q8FXP7,KRA64678.1
A0A1J5KSB3,OIQ24069.1
C3RCY5,EEO46894.1
A0A0B7I3X8,CEN49247.1
A0A2G3MHR8,PHV40861.1
A0A1Q4VG07,OKH96718.1
A0A023CY08,KRN07605.1
A0A1M7Z420,SHO59693.1
A0A0E1W440,EET07985.1
A0A1I0MM42,SEV88958.1
A0A0Q6DSD9,KQT68790.1
D6KNW9,EFG25796.2
X8DR36,EUA70834.1
I2SUD1,EIH24402.1
A0A1J4U6L6,OIO18437.1
A0A1H6B0Y4,SEG54478.1
A0A0D7X930,KJD52066.1
H1PNQ1,EHO85120.1
A0A101AK84,KUI24412.1
R7K6G2,CDE71849.1
A0A161TUQ2,KZE71357.1
R6PYV8,CDC29613.1
A0A1Y4LXP9,OUP61376.1
A0A1Z4BQ32,ASF43405.1
A0A161XBH0,KZL91626.1
A0A1F1GR89,OFR69373.1
A0A2N8JCP8,PND18986.1
A0A1Y0XKJ1,ARW40834.1
A0A1D9MF96,AOZ70506.1
A0A0E2TB39,EYB10530.1
A0A0N0ZD78,KPD16581.1
A0A1H5ZCZ0,SEG34349.1
A0A1X1TJF1,ORV44705.1
A0A0X3SRP4,KUJ65641.1
A0A2K2YHL3,PNW18850.1
J5HVW8,EJP30488.1
A0A0X7JCA9,KWT57872.1
H1WR27,CCF24776.1
A0A2N1FDE6,PKH52944.1
A0A0Q8CSV9,KRA11848.1
A0A150ZIX7,KYH03222.1
A0A1A5TB04,OBR01564.1
A0A1B2DEI1,ANY66089.1
A0A1X2RFE9,OSD60740.1
A0A0X3T2W8,KUJ70124.1
A0A1T0ARR1,OOR99018.1
E3CEG0,EFQ54919.1
A0A223CX37,ASS73747.1
A0A101UXJ4,KUO18704.1
A0A1S9IHP8,OOO69810.1
A0A2L1UT59,AVF36133.1
A0A249SQU1,ASZ09996.1
E2Q7J4,EFG07400.1
J3FEF5,EJM31855.1
A0A1F8GSV4,OGN28371.1
A0A1C5DBX5,SCF80498.1
A0A2N5IMB6,PLS23105.1
I0JVC8,CCG91197.1
A0A142YKM3,AMV39778.1
A0A1C7CJQ7,KTR08235.1
A0A241W917,OTG90529.1
W0AW41,AHE60530.1
A0A1G6IGX9,SDC05797.1
A0A060Q9L2,CDG33879.1
A0A1G9UGA3,SDM58843.1
A0A229HN32,OXL37786.1
H1WTI6,CCF25635.1
A0A1F1E3E3,OFR36877.1
A0A1I6TR90,SFS91773.1
V0YF22,ESD78515.1
A0A2I1M4T7,PKZ15140.1
A0A0G0B4M0,KKP58631.1
A0A1Y4TTK1,OUQ48880.1
V7ZA83,ETC87099.1
D9QM19,ADL00103.1
J8ZQU4,EJV56454.1
T2L696,CDG52761.1
A0A0J5WQ49,KML53918.1
R7EWI9,CDE06990.1
E9FJQ3,EFX59533.1
G8TW32,AEW05959.1
A0A1G9GAU0,SDK97681.1
F5U0N3,GAD36154.1
A0A2H0RQ03,PIR48639.1
C5WFT2,BAH81247.1
A0A0Q8A4Q0,KQZ81040.1
A0A147DN16,KTR50541.1
A0A017NGN4,EYE46966.1
A0A1H0WXN4,SDP95402.1
A0A286B772,SOD29991.1
A0A0N1JXB5,KPC63215.1
A0A0L9F837,KNW69632.1
A0A218PRJ8,CEJ86391.1
A0A1M4WS51,SHE83873.1
A0A1I3APP7,SFH51942.1
I6Y6B1,AFN47700.1
A0A0L6CJS8,KNX38051.1
A0A238VN67,SNR35587.1
A0A218PSH3,CEJ86922.1
A0A1G0XN83,OGV35140.1
A0A1S2HGV1,OII10258.1
A0A1H6ZX94,SEJ54210.1
A0A2W1K130,PZD80319.1
A0A2V1ZWR9,PWK12931.1
A0A2E7B7N4,MBM58522.1
A0A2G7HKN7,PIH04882.1
B5II86,EDY38825.1
A0A173YBF1,CUN61531.1
A0A0W1B0P0,KTD87117.1
A0A0K2B987,AKZ61879.1
A0A1C3FA53,ODA42391.1
E5WNS4,EFV75616.1
I0QGZ8,EIC80558.1
A0A0B7IJB4,CEN51995.1
D1AY50,ACZ01226.1
A0A1H6S2S4,SEI59067.1
A0A0V2DDG4,KSB66044.1
U6B797,AHA27627.1
A0A1H9E445,SEQ20431.1
J6XLU7,EJX47716.1
A0A1J5KNB5,OIQ23402.1
A0A1H3VCT9,SDZ72627.1
A0A290MP32,ATC33771.1
A0A1S1EBJ6,OHQ91278.1
A0A0U2WWL6,ALS36426.1
D4KYR4,CBL12504.1
A0A257ESY6,OYU16539.1
X0RC12,GAF66509.1
A0A2W5XG63,PZR61082.1
A0A2S6WQ94,PPS73878.1
A0A0Q8EWJ8,KRA51588.1
A0A2S5JKV5,PPB82119.1
A0A2D6QQW9,MAG67564.1
A0A2E8C412,MBP75875.1
B0NIT5,EDS05525.1
A0A1Q6QJB9,OLA30238.1
A0A1F4JP82,OGB24255.1
A0A0T6ZZV2,KSV92630.1
E0J755,ADT76909.1
A0A2E3KTR3,MBB51084.1
A0A2D4XRU3,MAB41110.1
A0A2M8QFG6,PJF48556.1
A0A0F0L2J8,KJL26919.1
G0CDS3,AEL08356.1
A0A069JJ35,KDQ04160.1
A0A179BIT2,OAP91185.1
A0A2S3ZYK2,POH74119.1
A0A1C4GE73,SCC66466.1
A0A1Q4G9D7,OJZ07812.1
A0A2D5KQN5,MAC99997.1
A0A0T0PUG7,KQT32542.1
A0A2A7PMG5,PEG63781.1
A0A0J8G374,KMT55429.1
A0A098SSE5,KGF62771.1
A0A1G9RSQ7,SDM26204.1
A0A0R9NX44,OMB09045.1
A0A0R9NX44,PXV37380.1
A0A066Q5P1,PEI00650.1
A0A066Q5P1,PAU23735.1
A0A066Q5P1,SQM43584.1
A0A066Q5P1,SQQ65448.1
A0A066Q5P1,SQR06179.1
A0A066Q5P1,SQO65952.1
A0A066Q5P1,SRY06357.1
A0A066Q5P1,OKU06466.1
A0A066Q5P1,SQP33596.1
A0A066Q5P1,AOM43498.1
A0A066Q5P1,SQJ69660.1
A0A066Q5P1,KHJ18536.1
A0A066Q5P1,AUL83227.1
A0A066Q5P1,KNF65546.1
A0A066Q5P1,SQJ75385.1
A0A066Q5P1,PZZ49830.1
A0A066Q5P1,APJ78681.1
A0A066Q5P1,KYR62904.1
A0A066Q5P1,OTD94532.1
A0A066Q5P1,PPZ55853.1
A0A066Q5P1,KQJ36903.1
A0A066Q5P1,SQK45576.1
A0A066Q5P1,PZY20259.1
A0A066Q5P1,PZY05637.1
A0A066Q5P1,ART26422.1
A0A066Q5P1,KXL68928.1
A0A066Q5P1,OKB91211.1
A0A066Q5P1,KST30051.1
A0A066Q5P1,SQZ56924.1
A0A066Q5P1,AIZ88915.1
A0A066Q5P1,PZY30022.1
A0A066Q5P1,PBR49731.1
A0A066Q5P1,PBR06934.1
A0A066Q5P1,AWS38565.1
A0A066Q5P1,PZZ67140.1
A0A066Q5P1,SQQ34109.1
A0A066Q5P1,SQN76841.1
A0A066Q5P1,SQP34645.1
A0A066Q5P1,OJS86711.1
A0A066Q5P1,CTZ96533.1
A0A2W0Z3Y8,PQW63205.1
A0A2W0Z3Y8,PQW51382.1
A0A2W0Z3Y8,ATN99861.1
A0A2W0Z3Y8,AXF27812.1
A0A2W0Z3Y8,PPM31542.1
A0A0F3U2C2,SQN03293.1
A0A0F3U2C2,KJW44590.1
A0A2A7M0T2,PWR56560.1
A0A2A7M0T2,PEG21295.1
A0A0K5JTJ6,CTV19291.1
A0A0K5JTJ6,SQN25590.1
A0A2N5BZH5,PLP95341.1
B3X6Q0,EDX32828.1
A0A2S7ZRV9,PQL25999.1
A0A2E7WR23,MBP10038.1
A0A1H1S4Y5,SDS43085.1
A0A2E4IL67,MBE30231.1
A0A1S8TVX3,OOM81914.1
G2I3G2,BAK85129.1
A0A117IX00,KUH38962.1
A0A212A8B8,OWJ76129.1
A0A0M0FVX3,KON81705.1
A0A242EH41,OTO36905.1
H0F3Y3,EHK67022.1
A0A1C6VCG5,SCL64026.1
D4GCE9,ADD78760.1
A0A1G9KVM1,SDL53752.1
A0A0M2S4T1,KKK06989.1
A0A1M5Y8E0,SHI08226.1
A0A2E1WJ97,MAW70151.1
A0A2E4IME7,MBE30661.1
A0A2T0GEH9,PRT77954.1
A0A093SBF6,KFX10199.1
A0A2T2XVW3,PSR44348.1
K0UCF6,EJZ04606.1
A0A2S8PAQ4,PQP85320.1
A0A2S0KDK7,AVL99764.1
A0A1H1MUY3,SDR90497.1
A0A139JRB7,KXT29527.1
A0A0R1N022,KRL11652.1
A0A1H0Q165,SDP11197.1
R6B177,CDA52636.1
S3JMJ9,EPF26270.1
A0A1B9B7B3,OCA91968.1
A0A1Y5K3E9,OUS70587.1
A0A0X1L031,EET23892.1
A0A024QF74,CDQ40855.1
A0A1E5Q1V5,OEJ35703.1
A0A1R3WHB2,SIT77222.1
A0A062XCD1,KDA45806.1
W1TZ12,ETI86585.1
C9YWF4,CBG72340.1
A0A149QHK5,KXU96586.1
S5PDZ0,AGR78117.1
A0A221NQ40,ASN22123.1
A0A2N1E9A6,PKH22952.1
A0A0Q9NZZ5,KRE84128.1
A0A1X1PIQ0,ORT86319.1
A0A0G1JYB7,KKT76606.1
A0A0F2C1Z5,KJQ52848.1
R8CG60,EOO10510.1
A0A1T2YZ53,OPA97445.1
A0A075PIC3,AIG03063.1
A0A1C9C009,AOM13345.1
A0A0F2CD74,KJQ55271.1
A0A1I0BSL8,SET10065.1
A0A1C0BWJ2,OCN05513.1
A0A2A5R8V2,PCR95513.1
A0A248K4Z4,ASG53165.1
A0A0M8RJG3,KOT96286.1
A0A1C3TL65,SCB03770.1
A0A0A7I9P7,AIZ15544.1
F7KYU5,EGN67473.1
A0A109FR86,KWU53013.1
A0A1I0CVK2,SET23593.1
R8GB02,EOO57662.1
A0A0J5P7C6,KMK52263.1
A0A0P8WH89,KPU52108.1
A0A1C0AJN7,OCL32328.1
A0A1F8E9C9,OGM97504.1
A0A0R1PJZ1,KRL29475.1
A0A2I0FQ70,PKH18749.1
A0A1A7BYW4,OBV37278.1
A0A1M4N5K9,SCM69328.1
A0A1I2MNT5,SFF93102.1
A0A062ESC4,KCX73459.1
A0A243N281,OUB87289.1
C2FYZ8,EEI91840.1
A0A1Y4UKX5,OUQ58058.1
A0A2N8L387,PND40163.1
A0A239PVA3,SNT74100.1
A0A2S1QV18,AWH84189.1
A0A1I6QTR6,SFS55845.1
A0A1E5X4Z0,OEO23424.1
F3LNY1,EGJ10049.1
A0A2I1TFS0,PKZ92479.1
D9XGW8,EFL32761.1
G8PA12,AEU41902.1
A0A1F0Z171,OFQ74749.1
A0A2T6DDF7,PTY00451.1
A0A2R4XM56,AWB34886.1
A0A0W1AAK3,KTD78331.1
A0A2T4DTL3,PTB97174.1
A0A0A2FUA6,KGN94583.1
A0A2S8XH79,PRA30980.1
A0A2T2PT63,PSO14860.1
A0A0G0EJD2,KKP67487.1
A0A0A2FC83,KGN85994.1
A0A1J4T2K6,OIO05760.1
A0A0M4DCE5,ALC22658.1
A0A2V3S2R8,PXW07493.1
A0A1G5XCY4,SDA68090.1
S0L547,EOT86067.1
A0A0B7DF45,CEL31570.1
A0A2T0U6D8,PRY53486.1
J9GV75,EJX06783.1
J9G3D3,EJX01722.1
J9GUC9,EJX06403.1
E6PNM5,CBH96527.1
T1CTB8,EQD72645.1
A0A1J5QZA4,OIQ88952.1
S0DGN9,CCO21721.1
S0DGN9,CCO21832.1
S0DGN9,CCO21481.1
A0A0F9EGD5,KKL65306.1
A0A0F9VPS2,KKO06060.1
X1LP71,GAI07621.1
A0A1J5RB64,OIQ89279.1
E6Q684,CBI02707.1
A0A1J5RIQ3,OIQ95330.1
K2DDP8,EKD96157.1
K2ENH5,EKE11723.1
K2FBJ3,EKE15099.1
K1YYI1,EKD42151.1
K2CI20,EKD80743.1
A0A1J5PKM0,OIQ71360.1
A0A1J5SZ85,OIR06908.1
T1ADT2,EQD58796.1
E6QF57,CBI05839.1
E6QKM6,CBI07796.1
A0A1J5RN34,OIQ89525.1
E6QVC9,CBI11202.1
T0YSV0,EQD36233.1
A0A1J5R6L9,OIQ83797.1
A0A1J5RIY0,OIQ96038.1
K1ZD72,EKD53205.1
T1CT17,EQD71734.1
E6Q825,CBI03351.1
T1BKH0,EQD54475.1
T0YDF7,EQD31153.1
A0A1J5PQL1,OIQ73426.1
T1BBD9,EQD51555.1
T0XUF3,EQD26411.1
E6PCQ4,CBH74238.1
K2FNV5,EKE23387.1
K2C371,EKD80427.1
K1XJW6,EKD30650.1
K2CNS1,EKD94820.1
A0A291SVP5,ATL84910.1
B5EAV7,ACH37416.1
D7A005,ADH87419.1
A0A1H6I8G8,SEH44550.1
A0A1V3K092,OOF66454.1
A0A1V3I6Y5,OOF35786.1
A0A1V3K2P4,OOF67409.1
X1QFW9,GAI49925.1
A0A0F9R059,KKN48159.1
X1DMN3,GAH22216.1
A0A0F9TGK8,KKN78384.1
A0A0F9SHC8,KKN36361.1
X1NFC6,GAI42313.1
A0A1B6NXF2,KTF07672.1
X1UTG3,GAJ20754.1
X1DWY6,GAH24797.1
X1QYR8,GAI73428.1
X1D2K9,GAH02455.1
A0A0F9KGP5,KKM81329.1
X1IVI1,GAH85727.1
A0A0F8YMM3,KKK74985.1
A0A0F9XRU7,KKO02222.1
A0A0F9US33,KKN90282.1
X1BEQ1,GAG70456.1
K2EA90,EKE06492.1
X1G2E4,GAH27198.1
X1IZC1,GAH74590.1
A0A0F9L3P8,KKM44860.1
X1QQL5,GAI45554.1
X0YAG8,GAG44292.1
A0A0F9K545,KKM77133.1
A0A0F9XIT7,KKN99176.1
A0A0F9MNH6,KKM70757.1
X0ZYG4,GAG62937.1
A0A0F9VLY1,KKO00868.1
A0A0W8E4F0,KUG03528.1
A0A0W8FRI6,KUG23504.1
A0A0W8FW94,KUG25126.1
A0A0W8FBW6,KUG18341.1
W1XGI4,ETJ27879.1
X0WCP3,GAG10441.1
A0A0F9UB04,KKN84562.1
A0A0W8G979,KUG29553.1
A0A0W8EHI9,KUG07884.1
K1S982,EKC44001.1
W1YMR5,ETJ42489.1
K1THG6,EKC58691.1
E3T564,ADO67327.1
A0A0D5XU40,AKA22355.1
R4M4B4,AGL26454.1
R8JW48,EOP01508.1
A0A1I6LKJ1,SFS03820.1
A0A0F6WPZ7,AKF26907.1
A0A009NQ26,EXB79058.1
A0A170PHT3,CUS04477.2
A0A0M5JM62,ALC82701.1
R5LRV7,CCY75742.1
A0A0G9I0I6,KLD75226.1
A0A2A3XQ87,PCC25863.1
A0A2K9DTY6,AUG43281.1
A0A0M1NMR7,KOR83501.1
A0A2X4NIH3,SQH56007.1
A0A0G1TCX8,KKU79629.1
A0A1Z4A091,ASF11317.1
A0A263NR49,OZO03235.1
R5H9N0,CCY21612.1
A0A1R4IQQ6,SJN21915.1
A0A1Q3RQ53,OJV65906.1
A0A1Y4M4V6,OUP63867.1
A0A0A2R0B6,KGP41862.1
A0A1F0J6M2,OFO92968.1
G9PGS2,EHM87759.1
A0A1R1K1V0,OMG93396.1
A0A0R1VCC7,KRM03150.1
A0A1S8CHE4,OMQ21173.1
A3YW63,EAQ75613.1
A0A0G0W2D6,KKS07109.1
W6VLR6,EUB73744.1
A0A0B3BTB5,KHO62657.1
A0A1L7CZI7,APT91203.1
A0A1A3SB81,OBK67891.1
A0A1U7E1R7,APZ05359.1
A0A1I2E1Q2,SFE86120.1
E0MWL6,EFM44034.1
A0A2A7GVF3,PEB48535.1
A0A068SYC3,CDN51193.1
A0A1V4G011,OPG93329.1
A0A2N6UNN7,PMC84864.1
A0A2M8GKL4,PJC81083.1
A0A2V1JRH3,PWE87552.1
D5ZWE4,EFE68934.2
A0A0Q5QY18,KQR97509.1
A0A2G6WIR9,PIF69501.1
A0A1Y4K7T8,OUP40735.1
A0A1A0UG96,OBB70040.1
A0A1W5YZH4,ARI52857.1
A0A290Z074,ATE52402.1
S4HTF1,EPI60660.1
J6ILE7,EJU32723.1
A0A1R4GV89,SJM71752.1
A0A208ZDL7,OVZ78493.1
A0A173JPY2,ANI62559.1
A0A1H4CEA0,SEA58668.1
A0A285GQ79,SNY24501.1
A0A1C6NQ10,SCK33174.1
A0A1K2FJ63,SFY47246.1
